num_tracks,num_albums,num_followers,num_artists,avg_song_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_popularity
29,11,2,7,193041,,,,,,,,
25,22,1,21,231547,,,,,,,,
27,20,1,15,224618,,,,,,,,
35,35,1,30,223756,0.505,0.618,0.048,0.338,0.02,0.173,0.513,74.364
27,27,1,27,214208,0.543,0.589,0.037,0.235,0.006,0.273,0.715,70.4
38,33,1,31,217867,0.564,0.792,0.126,0.033,0.005,0.101,0.488,65.5
162,133,2,91,264622,0.533,0.693,0.047,0.144,0.096,0.197,0.572,71.754
100,48,2,31,219882,0.629,0.733,0.063,0.182,0.002,0.212,0.473,77.091
81,80,3,69,226375,0.627,0.727,0.051,0.137,0.124,0.213,0.457,72.167
5,5,1,5,225919,,,,,,,,
5,5,1,5,233904,,,,,,,,
81,58,3,31,213518,0.483,0.912,0.082,0.019,0.003,0.218,0.529,69.062
65,52,1,40,214749,0.481,0.672,0.033,0.165,0.0,0.297,0.469,71.143
46,40,1,34,239444,,,,,,,,
23,19,1,15,242132,0.613,0.573,0.033,0.545,0.0,0.111,0.427,66.0
18,17,1,17,241546,,,,,,,,
187,76,1,34,285075,0.328,0.641,0.035,0.128,0.0,0.363,0.178,55.2
36,22,1,7,198500,0.704,0.667,0.04,0.283,0.0,0.095,0.879,62.0
27,14,2,11,237448,0.714,0.654,0.084,0.196,0.0,0.14,0.569,65.0
32,19,1,11,228709,0.572,0.579,0.029,0.401,0.0,0.205,0.468,71.5
55,36,2,25,232836,,,,,,,,
57,46,1,33,224335,0.801,0.669,0.03,0.596,0.0,0.115,0.652,77.0
112,78,1,37,234219,0.568,0.504,0.027,0.271,0.005,0.076,0.649,77.0
20,18,1,17,243576,,,,,,,,
60,9,1,6,224141,,,,,,,,
24,23,1,22,210952,0.688,0.66,0.06,0.164,0.0,0.078,0.682,78.714
122,99,1,76,219482,0.643,0.809,0.07,0.112,0.001,0.171,0.707,71.455
125,55,2,34,254130,0.536,0.8,0.05,0.069,0.077,0.33,0.442,67.833
20,19,1,18,277545,0.481,0.551,0.03,0.178,0.0,0.355,0.499,68.5
32,32,1,29,234283,0.769,0.448,0.053,0.199,0.003,0.092,0.459,67.5
45,40,1,37,228965,0.514,0.78,0.058,0.074,0.001,0.178,0.26,72.5
38,33,1,23,265642,0.696,0.674,0.048,0.109,0.74,0.16,0.37,47.25
47,42,1,35,234150,,,,,,,,
26,25,1,17,261883,0.522,0.407,0.032,0.642,0.0,0.101,0.284,54.571
168,149,1,107,226593,0.575,0.649,0.046,0.299,0.002,0.191,0.638,74.354
26,22,1,20,232449,,,,,,,,
96,88,1,74,226387,0.594,0.722,0.048,0.035,0.088,0.153,0.483,74.25
36,25,1,19,279921,0.64,0.667,0.046,0.261,0.001,0.155,0.477,67.5
23,14,1,18,191612,0.446,0.321,0.067,0.638,0.0,0.213,0.487,66.3
25,17,1,9,226007,0.417,0.662,0.043,0.305,0.0,0.099,0.467,70.0
53,46,2,42,222662,0.794,0.652,0.19,0.113,0.011,0.17,0.564,81.125
15,14,1,13,217838,0.695,0.708,0.051,0.024,0.0,0.162,0.757,81.333
32,23,1,19,214859,0.623,0.705,0.041,0.158,0.002,0.094,0.653,69.6
29,28,1,26,224937,0.67,0.763,0.105,0.068,0.0,0.304,0.507,71.5
94,67,1,51,223621,0.73,0.722,0.135,0.058,0.002,0.221,0.608,72.8
36,33,1,25,236386,0.562,0.561,0.03,0.3,0.006,0.092,0.37,73.0
16,13,1,6,260925,0.506,0.365,0.064,0.283,0.054,0.24,0.465,72.5
11,11,2,11,191909,,,,,,,,
63,40,1,21,261686,,,,,,,,
56,53,1,43,230329,0.576,0.748,0.075,0.101,0.033,0.181,0.51,78.8
156,119,1,69,202817,,,,,,,,
24,23,1,20,213629,,,,,,,,
97,90,1,78,224412,0.661,0.685,0.094,0.161,0.009,0.19,0.599,78.474
24,24,1,24,252003,,,,,,,,
92,63,1,39,328284,0.362,0.645,0.037,0.043,0.0,0.484,0.246,49.571
196,153,2,97,226218,0.569,0.732,0.064,0.12,0.032,0.182,0.46,69.947
100,82,2,62,271504,0.355,0.547,0.045,0.274,0.038,0.107,0.258,63.75
44,40,1,36,217426,0.516,0.584,0.032,0.361,0.005,0.293,0.6,71.0
60,56,1,49,237964,0.662,0.376,0.035,0.627,0.095,0.174,0.431,31.75
45,23,1,13,206511,,,,,,,,
59,45,1,30,205351,0.523,0.759,0.042,0.058,0.03,0.143,0.549,69.2
57,54,2,49,222864,0.611,0.635,0.039,0.018,0.037,0.108,0.456,66.667
41,39,1,33,220958,0.588,0.813,0.067,0.111,0.0,0.152,0.724,72.0
33,30,1,28,237475,0.62,0.679,0.032,0.239,0.021,0.103,0.58,73.667
24,24,1,24,219664,,,,,,,,
67,57,1,34,182438,,,,,,,,
39,26,2,17,209384,,,,,,,,
118,92,1,79,226180,0.488,0.745,0.097,0.109,0.01,0.245,0.458,66.0
208,172,2,133,234233,0.58,0.658,0.05,0.311,0.029,0.225,0.488,73.789
8,7,1,5,275695,,,,,,,,
24,24,1,21,247772,0.641,0.68,0.041,0.202,0.0,0.173,0.651,69.833
66,54,1,42,229328,0.781,0.671,0.132,0.112,0.0,0.109,0.711,77.4
43,38,3,37,213636,0.535,0.742,0.053,0.109,0.0,0.228,0.371,59.333
113,42,1,40,202802,,,,,,,,
106,94,2,75,219892,0.646,0.531,0.093,0.22,0.002,0.195,0.488,74.3
110,101,1,89,225568,0.497,0.711,0.103,0.175,0.01,0.143,0.574,71.818
19,19,1,19,258304,0.528,0.776,0.066,0.074,0.003,0.249,0.583,76.125
32,32,1,31,227365,0.73,0.755,0.059,0.086,0.005,0.167,0.775,78.833
99,69,2,49,215732,0.524,0.689,0.032,0.303,0.0,0.107,0.534,69.75
133,111,1,73,233978,0.544,0.757,0.048,0.141,0.026,0.159,0.52,76.704
161,36,1,63,149988,0.473,0.34,0.077,0.669,0.182,0.205,0.45,58.586
21,6,1,4,216766,,,,,,,,
78,51,1,41,219449,0.849,0.615,0.153,0.073,0.006,0.126,0.513,79.4
69,64,1,38,227955,0.532,0.753,0.053,0.096,0.001,0.17,0.291,61.8
77,72,1,65,243763,0.495,0.642,0.042,0.316,0.001,0.152,0.487,61.8
20,20,1,20,219672,0.713,0.646,0.053,0.049,0.0,0.196,0.701,82.0
21,13,2,13,176040,0.611,0.276,0.128,0.706,0.018,0.127,0.294,70.0
34,31,2,28,235174,0.744,0.626,0.078,0.052,0.004,0.125,0.466,75.667
194,81,1,33,251658,0.477,0.723,0.079,0.193,0.064,0.211,0.566,70.926
52,46,4,44,241092,0.732,0.69,0.049,0.182,0.0,0.197,0.711,74.0
39,39,20,33,234775,0.541,0.689,0.042,0.199,0.019,0.196,0.717,70.944
62,55,2,53,218024,0.759,0.691,0.053,0.333,0.0,0.197,0.702,68.333
51,46,2,43,212170,0.609,0.715,0.075,0.104,0.0,0.154,0.535,73.444
110,105,2,79,246274,0.577,0.646,0.054,0.276,0.001,0.16,0.532,75.0
68,52,1,51,256563,0.615,0.888,0.083,0.031,0.269,0.479,0.543,62.667
54,50,1,35,277820,0.528,0.672,0.051,0.24,0.11,0.137,0.598,76.105
31,31,1,28,258867,0.553,0.573,0.034,0.388,0.0,0.199,0.544,68.5
109,95,2,78,251188,0.74,0.631,0.072,0.134,0.034,0.126,0.755,72.929
10,10,1,10,230828,,,,,,,,
20,19,1,17,253213,0.822,0.704,0.259,0.132,0.032,0.291,0.732,72.333
32,32,1,27,197665,,,,,,,,
7,7,1,5,252048,,,,,,,,
140,37,2,30,199300,0.705,0.817,0.056,0.023,0.0,0.118,0.812,77.0
214,177,1,168,237020,,,,,,,,
41,32,1,26,221066,0.657,0.62,0.052,0.228,0.0,0.133,0.491,72.875
144,100,1,77,239553,0.696,0.728,0.218,0.097,0.02,0.286,0.561,67.0
78,47,1,34,255215,0.516,0.676,0.031,0.088,0.077,0.146,0.508,68.556
201,118,1,59,218328,0.65,0.796,0.039,0.15,0.0,0.08,0.756,73.667
21,17,1,15,155219,,,,,,,,
25,23,1,19,214448,0.799,0.58,0.182,0.249,0.005,0.2,0.585,83.0
132,101,1,97,215071,0.575,0.499,0.119,0.448,0.0,0.179,0.434,67.556
16,14,1,14,248799,,,,,,,,
51,47,1,39,220902,0.679,0.681,0.174,0.041,0.0,0.321,0.46,70.5
110,103,1,95,239802,0.572,0.626,0.073,0.285,0.002,0.184,0.547,72.905
108,79,1,50,238718,0.551,0.655,0.052,0.207,0.039,0.201,0.348,67.273
13,12,1,12,227663,,,,,,,,
18,15,2,15,260750,0.674,0.776,0.075,0.009,0.049,0.109,0.522,71.667
24,14,2,10,210782,,,,,,,,
217,43,1,13,265893,0.47,0.829,0.051,0.025,0.014,0.173,0.395,63.657
228,154,2,91,267424,,,,,,,,
69,40,1,30,215212,0.663,0.572,0.048,0.304,0.0,0.12,0.491,80.455
45,33,1,20,271377,0.432,0.604,0.03,0.167,0.0,0.207,0.19,56.556
135,68,1,60,247890,0.767,0.719,0.101,0.149,0.001,0.252,0.751,77.938
18,18,1,17,310694,,,,,,,,
152,116,1,96,234744,0.523,0.398,0.044,0.559,0.152,0.154,0.372,71.462
31,24,1,20,226945,0.702,0.742,0.209,0.361,0.0,0.169,0.798,60.0
209,178,1,135,202138,,,,,,,,
29,29,1,29,219030,,,,,,,,
57,46,2,36,249733,0.458,0.528,0.04,0.421,0.003,0.126,0.365,69.6
50,29,1,16,225747,0.568,0.396,0.036,0.564,0.0,0.275,0.638,61.75
59,55,1,47,211656,0.646,0.653,0.123,0.268,0.0,0.165,0.493,78.333
28,27,2,27,247637,0.647,0.693,0.042,0.026,0.009,0.213,0.432,80.0
34,32,1,26,223600,0.573,0.816,0.097,0.11,0.003,0.142,0.554,78.444
19,17,1,10,250393,,,,,,,,
132,109,2,73,227068,0.731,0.722,0.123,0.133,0.007,0.151,0.707,73.818
28,27,1,25,249830,,,,,,,,
11,11,1,9,286911,,,,,,,,
25,25,1,25,222876,0.695,0.679,0.071,0.349,0.0,0.256,0.712,81.833
27,22,1,22,205984,0.675,0.563,0.111,0.075,0.0,0.299,0.488,72.0
61,45,1,23,212031,0.579,0.605,0.042,0.205,0.0,0.193,0.526,67.667
50,44,4,37,292080,0.8,0.606,0.271,0.137,0.0,0.233,0.598,71.0
49,40,2,29,247696,0.599,0.437,0.085,0.546,0.034,0.095,0.443,75.667
42,32,2,28,235677,0.632,0.548,0.05,0.299,0.006,0.236,0.635,66.4
46,31,1,41,186293,0.47,0.337,0.074,0.587,0.0,0.205,0.52,65.222
42,20,1,32,190646,0.441,0.3,0.073,0.729,0.001,0.179,0.436,62.167
49,19,1,11,218782,,,,,,,,
230,26,3,56,191046,0.618,0.452,0.25,0.474,0.0,0.218,0.476,63.326
100,95,1,91,263964,0.67,0.646,0.052,0.247,0.462,0.158,0.262,58.6
85,78,1,75,226695,0.459,0.778,0.049,0.096,0.0,0.234,0.357,68.8
7,7,1,7,213647,,,,,,,,
190,148,1,104,253684,0.586,0.549,0.034,0.375,0.0,0.131,0.424,68.417
93,10,1,8,203351,0.408,0.506,0.054,0.44,0.013,0.152,0.273,45.0
10,10,1,10,254282,0.587,0.801,0.042,0.215,0.006,0.16,0.361,81.5
38,30,1,27,246958,0.724,0.66,0.186,0.237,0.0,0.389,0.635,69.5
237,207,7,160,235554,0.622,0.731,0.05,0.12,0.037,0.133,0.427,66.143
28,28,1,26,216459,0.738,0.853,0.145,0.156,0.0,0.611,0.629,77.0
12,11,1,10,342982,,,,,,,,
13,10,1,11,227228,,,,,,,,
105,101,2,86,214474,0.633,0.724,0.095,0.213,0.092,0.209,0.567,70.25
40,34,1,21,219665,0.753,0.807,0.081,0.226,0.0,0.185,0.655,73.167
180,96,2,58,225917,0.561,0.663,0.042,0.211,0.007,0.186,0.507,75.314
13,13,1,13,216449,0.588,0.502,0.062,0.132,0.0,0.113,0.282,78.5
103,101,1,87,231597,0.657,0.781,0.075,0.048,0.002,0.145,0.515,65.5
134,127,1,117,257582,0.696,0.671,0.075,0.252,0.001,0.137,0.741,74.391
31,4,1,6,215749,,,,,,,,
21,21,1,21,219115,,,,,,,,
11,11,1,9,206917,0.591,0.332,0.038,0.693,0.0,0.178,0.423,80.0
144,117,1,80,255145,0.441,0.838,0.062,0.016,0.007,0.164,0.457,69.276
105,84,3,49,226493,0.324,0.204,0.035,0.627,0.831,0.182,0.152,56.167
62,59,1,53,239223,0.555,0.724,0.038,0.139,0.009,0.186,0.688,76.72
194,161,1,136,236915,0.708,0.64,0.077,0.263,0.115,0.257,0.56,73.375
21,21,1,21,229708,,,,,,,,
53,47,1,23,360330,,,,,,,,
8,8,1,8,234868,,,,,,,,
22,21,1,21,216649,,,,,,,,
28,26,1,15,243633,0.617,0.726,0.234,0.117,0.009,0.297,0.51,69.0
37,33,1,30,231761,0.791,0.676,0.086,0.156,0.0,0.148,0.824,78.5
68,60,1,41,248404,,,,,,,,
10,10,1,10,230760,,,,,,,,
24,24,1,21,241233,,,,,,,,
17,15,2,12,229823,0.604,0.819,0.045,0.103,0.004,0.196,0.473,77.833
102,68,2,52,238302,0.677,0.703,0.26,0.081,0.0,0.333,0.492,74.5
87,53,1,33,350523,0.35,0.662,0.04,0.084,0.0,0.487,0.185,52.077
86,25,2,6,289652,0.804,0.656,0.182,0.089,0.0,0.292,0.526,76.25
19,19,1,18,225061,,,,,,,,
237,170,2,111,239057,0.72,0.671,0.197,0.21,0.0,0.333,0.428,77.857
232,23,2,15,229494,0.487,0.885,0.061,0.004,0.007,0.253,0.42,60.846
51,29,1,21,237491,0.487,0.509,0.038,0.393,0.003,0.155,0.28,60.5
197,185,2,163,215575,0.56,0.705,0.063,0.24,0.01,0.204,0.426,68.75
48,45,1,44,214227,0.7,0.792,0.114,0.086,0.178,0.43,0.457,70.25
49,41,2,35,227098,,,,,,,,
74,60,3,50,234637,0.556,0.741,0.038,0.056,0.011,0.149,0.576,76.727
101,97,1,87,247189,0.55,0.723,0.07,0.135,0.038,0.197,0.575,72.55
40,34,1,29,218903,0.688,0.632,0.058,0.195,0.012,0.109,0.618,78.0
42,28,2,25,232781,0.737,0.645,0.165,0.086,0.008,0.161,0.5,79.25
12,12,1,12,232652,0.557,0.652,0.04,0.108,0.0,0.149,0.703,77.8
80,66,1,33,247314,0.717,0.851,0.052,0.315,0.0,0.377,0.826,80.0
43,27,1,18,241968,0.687,0.696,0.207,0.01,0.0,0.392,0.496,76.0
51,47,1,37,175878,0.553,0.138,0.067,0.891,0.0,0.107,0.32,54.0
88,84,2,72,209703,0.657,0.63,0.059,0.148,0.004,0.147,0.509,73.75
39,32,1,23,253538,0.489,0.65,0.144,0.199,0.001,0.141,0.262,68.5
8,7,1,7,197841,,,,,,,,
235,216,3,187,224301,0.63,0.818,0.195,0.162,0.0,0.859,0.391,60.0
42,18,1,10,209028,0.432,0.843,0.08,0.013,0.227,0.217,0.602,72.0
138,115,1,72,230392,0.636,0.401,0.064,0.545,0.017,0.093,0.574,65.667
45,40,1,30,226775,0.736,0.733,0.049,0.266,0.0,0.18,0.658,71.857
8,8,1,7,301855,,,,,,,,
26,24,3,14,216782,,,,,,,,
24,24,1,24,250620,0.639,0.821,0.041,0.131,0.001,0.279,0.68,69.667
110,62,1,30,262543,0.423,0.778,0.05,0.074,0.086,0.157,0.455,67.303
35,35,1,22,236756,0.61,0.749,0.043,0.271,0.023,0.172,0.79,69.625
36,34,6,26,221193,0.591,0.713,0.068,0.02,0.009,0.151,0.323,58.0
29,22,3,19,211702,0.58,0.637,0.053,0.301,0.0,0.142,0.344,77.75
16,16,1,14,223367,,,,,,,,
47,41,3,32,230401,0.611,0.615,0.045,0.276,0.015,0.156,0.613,78.125
19,17,1,17,241516,,,,,,,,
132,98,1,43,225794,0.621,0.553,0.031,0.411,0.0,0.104,0.553,72.667
46,43,1,36,228331,0.622,0.319,0.041,0.57,0.0,0.236,0.344,77.333
29,27,3,19,212133,0.728,0.784,0.076,0.269,0.0,0.445,0.772,74.5
22,16,1,14,209195,,,,,,,,
25,20,1,17,256552,0.712,0.526,0.035,0.314,0.558,0.318,0.511,66.333
43,36,1,29,211269,0.56,0.657,0.031,0.319,0.0,0.123,0.533,68.333
67,55,1,46,229419,0.532,0.687,0.048,0.15,0.0,0.217,0.351,76.0
32,26,1,13,236967,,,,,,,,
100,71,1,47,241934,0.725,0.66,0.067,0.124,0.015,0.11,0.484,76.25
45,41,1,40,239445,0.664,0.745,0.129,0.081,0.014,0.181,0.591,77.778
55,35,1,24,188667,,,,,,,,
120,89,1,66,232128,0.503,0.64,0.04,0.308,0.001,0.125,0.451,72.222
89,57,2,49,234024,0.53,0.485,0.047,0.446,0.0,0.144,0.353,72.75
24,17,1,15,239738,,,,,,,,
42,33,1,24,229411,0.656,0.616,0.197,0.108,0.0,0.124,0.355,74.5
67,13,1,3,218731,0.608,0.604,0.043,0.4,0.0,0.121,0.511,45.091
152,75,2,49,249041,0.61,0.698,0.067,0.517,0.0,0.304,0.613,38.0
12,10,1,10,272739,,,,,,,,
94,75,2,46,326623,0.619,0.639,0.038,0.273,0.0,0.123,0.772,46.0
61,51,1,33,228948,0.728,0.576,0.071,0.596,0.0,0.104,0.623,81.0
68,17,1,10,232717,0.613,0.478,0.039,0.508,0.009,0.162,0.44,67.2
11,9,1,10,211605,0.406,0.297,0.105,0.752,0.0,0.271,0.484,63.75
9,9,1,9,211472,0.706,0.618,0.083,0.138,0.005,0.138,0.587,65.5
80,71,2,51,194863,0.609,0.574,0.056,0.468,0.06,0.177,0.64,69.2
202,131,1,69,221352,,,,,,,,
42,42,3,41,206212,0.697,0.604,0.079,0.248,0.015,0.186,0.417,69.8
58,53,1,43,225642,0.818,0.527,0.188,0.006,0.007,0.128,0.278,80.333
79,70,1,43,218479,,,,,,,,
23,23,1,20,254601,,,,,,,,
23,23,2,18,235429,,,,,,,,
28,26,2,19,244516,0.612,0.328,0.041,0.745,0.026,0.12,0.579,67.5
144,120,1,97,233477,0.587,0.631,0.062,0.237,0.001,0.179,0.465,71.762
52,43,2,34,230532,0.521,0.373,0.032,0.698,0.006,0.135,0.339,65.6
32,32,1,32,228419,,,,,,,,
20,14,2,10,339100,0.488,0.71,0.036,0.09,0.0,0.24,0.281,53.5
31,27,1,21,216272,,,,,,,,
85,62,1,35,255397,0.466,0.764,0.073,0.127,0.057,0.186,0.519,75.545
12,11,1,9,210429,,,,,,,,
18,18,1,18,205440,,,,,,,,
183,88,1,49,206777,0.445,0.922,0.094,0.057,0.0,0.181,0.527,52.333
10,10,1,9,207994,,,,,,,,
11,9,1,9,225881,,,,,,,,
31,28,2,21,239851,0.543,0.515,0.048,0.364,0.0,0.138,0.318,78.143
177,109,2,90,228867,0.667,0.753,0.101,0.114,0.0,0.221,0.498,68.846
93,82,1,71,247934,0.508,0.619,0.053,0.285,0.015,0.144,0.604,75.424
246,162,2,97,228775,0.589,0.68,0.069,0.109,0.023,0.175,0.452,77.31
18,15,1,14,221871,,,,,,,,
42,15,1,8,222289,,,,,,,,
12,9,1,7,234893,,,,,,,,
78,68,1,60,234361,0.617,0.713,0.094,0.226,0.03,0.15,0.323,67.25
141,103,1,73,213682,,,,,,,,
15,13,1,13,165454,,,,,,,,
71,62,2,49,218246,0.716,0.62,0.04,0.239,0.0,0.155,0.478,77.75
18,15,1,14,255468,,,,,,,,
81,36,1,45,201580,0.541,0.442,0.13,0.541,0.0,0.216,0.493,61.529
166,134,4,67,255177,0.568,0.614,0.051,0.25,0.008,0.165,0.687,71.667
75,67,1,58,231421,0.587,0.656,0.03,0.2,0.037,0.134,0.288,67.667
50,27,1,17,249753,,,,,,,,
53,48,1,31,202488,,,,,,,,
98,82,1,55,242670,0.779,0.615,0.336,0.118,0.007,0.132,0.367,76.0
98,43,5,31,245044,0.749,0.378,0.217,0.473,0.005,0.162,0.314,79.25
59,55,1,45,233090,0.572,0.607,0.08,0.351,0.017,0.162,0.615,72.182
80,68,2,57,214434,0.629,0.682,0.057,0.096,0.027,0.204,0.51,75.682
44,36,1,36,227031,0.554,0.852,0.219,0.04,0.142,0.364,0.309,56.5
91,70,1,57,209477,0.526,0.51,0.105,0.188,0.009,0.2,0.621,73.25
14,8,1,7,207271,,,,,,,,
32,24,1,19,244190,,,,,,,,
74,61,1,45,204819,0.65,0.598,0.03,0.281,0.0,0.137,0.594,73.0
17,15,1,12,231373,0.523,0.737,0.033,0.1,0.0,0.284,0.743,72.667
32,30,1,24,243791,0.537,0.754,0.04,0.246,0.0,0.139,0.593,70.8
37,29,1,20,283819,0.485,0.753,0.06,0.124,0.084,0.196,0.605,74.0
11,9,2,8,206900,,,,,,,,
40,34,1,24,261349,0.567,0.758,0.065,0.231,0.043,0.145,0.538,77.0
68,60,1,47,250900,0.299,0.363,0.032,0.599,0.012,0.107,0.1,59.0
34,31,1,28,218493,0.641,0.615,0.045,0.115,0.0,0.128,0.288,68.0
54,48,1,40,241035,0.712,0.666,0.077,0.24,0.01,0.115,0.59,77.083
28,28,1,27,255895,0.608,0.747,0.057,0.117,0.003,0.155,0.601,77.25
72,12,1,4,223383,,,,,,,,
71,43,1,21,274856,,,,,,,,
66,58,2,55,237653,0.58,0.609,0.067,0.222,0.0,0.233,0.574,73.111
41,36,1,23,294543,0.412,0.557,0.033,0.15,0.0,0.236,0.153,49.455
100,23,1,69,238431,0.571,0.923,0.101,0.03,0.622,0.262,0.329,21.0
62,44,2,35,208910,0.922,0.572,0.081,0.12,0.0,0.106,0.56,74.0
21,21,1,18,243918,,,,,,,,
32,31,1,29,219729,,,,,,,,
126,89,6,53,240989,0.594,0.551,0.066,0.421,0.038,0.155,0.453,76.5
26,21,1,17,187625,0.523,0.545,0.091,0.469,0.0,0.139,0.599,66.0
5,4,1,3,368660,,,,,,,,
116,80,1,60,225101,0.775,0.545,0.052,0.121,0.0,0.129,0.272,79.5
167,86,1,86,178842,,,,,,,,
35,34,1,33,239257,0.557,0.298,0.035,0.701,0.008,0.099,0.297,60.833
202,32,1,4,173817,0.534,0.557,0.046,0.297,0.064,0.277,0.601,61.379
59,42,2,19,189383,,,,,,,,
80,68,1,60,238119,0.601,0.683,0.04,0.143,0.001,0.17,0.543,74.733
47,33,1,30,252655,0.783,0.552,0.046,0.252,0.005,0.132,0.647,76.75
131,116,1,86,298791,0.711,0.803,0.111,0.042,0.268,0.233,0.498,53.444
11,10,2,9,212981,,,,,,,,
31,31,2,30,221895,0.61,0.642,0.091,0.386,0.0,0.197,0.693,69.2
8,8,1,6,250019,,,,,,,,
97,70,1,57,232364,0.606,0.68,0.056,0.126,0.008,0.196,0.457,72.688
30,26,1,21,221985,0.583,0.633,0.034,0.205,0.001,0.092,0.43,79.667
43,33,1,18,229538,0.733,0.749,0.13,0.18,0.0,0.2,0.537,75.6
34,26,1,22,227589,0.577,0.811,0.172,0.048,0.0,0.132,0.528,73.25
64,56,1,47,218854,0.676,0.546,0.051,0.281,0.001,0.157,0.561,72.889
45,36,1,18,208037,0.592,0.637,0.04,0.331,0.0,0.096,0.564,73.25
20,16,1,11,237636,,,,,,,,
163,111,1,79,232326,0.655,0.541,0.076,0.338,0.002,0.158,0.433,73.0
40,31,6,25,206229,,,,,,,,
21,21,1,17,237059,,,,,,,,
70,52,1,37,218271,0.713,0.828,0.061,0.055,0.0,0.162,0.832,76.2
58,36,1,41,172125,0.625,0.686,0.08,0.467,0.151,0.193,0.725,64.667
54,47,1,33,191894,0.834,0.679,0.127,0.176,0.0,0.198,0.565,69.0
23,19,2,14,215993,,,,,,,,
99,89,1,78,245658,0.554,0.407,0.049,0.776,0.177,0.161,0.379,66.5
144,51,4,35,232983,0.594,0.457,0.038,0.601,0.01,0.122,0.568,67.2
52,44,1,38,260746,0.432,0.604,0.04,0.171,0.0,0.312,0.307,57.222
58,54,1,52,200531,,,,,,,,
15,11,1,11,214853,,,,,,,,
51,39,2,29,246167,0.368,0.761,0.045,0.121,0.032,0.198,0.41,80.5
30,17,1,10,221489,,,,,,,,
17,17,1,17,221093,0.479,0.897,0.056,0.007,0.005,0.078,0.686,76.5
152,116,2,56,222450,0.594,0.54,0.028,0.4,0.0,0.133,0.509,69.75
31,30,1,26,206666,0.557,0.829,0.038,0.05,0.0,0.173,0.603,75.0
149,101,1,66,238991,0.506,0.63,0.064,0.088,0.004,0.167,0.41,71.944
43,43,1,42,230592,0.649,0.495,0.115,0.11,0.059,0.179,0.479,73.333
7,7,1,7,220796,0.641,0.712,0.043,0.11,0.0,0.123,0.443,73.5
241,215,2,172,248239,0.514,0.551,0.089,0.305,0.076,0.138,0.419,66.905
161,139,1,92,246541,0.517,0.676,0.045,0.175,0.008,0.182,0.434,72.256
45,43,1,37,218020,0.6,0.635,0.069,0.342,0.05,0.183,0.689,66.0
68,38,1,20,240814,0.747,0.656,0.261,0.272,0.0,0.157,0.548,73.375
60,60,2,60,216199,,,,,,,,
123,112,2,82,235272,0.68,0.735,0.077,0.101,0.12,0.215,0.496,75.0
16,15,1,14,220717,,,,,,,,
230,149,2,108,221730,0.545,0.716,0.047,0.153,0.0,0.189,0.58,71.913
177,131,1,103,235045,0.554,0.569,0.064,0.346,0.032,0.136,0.465,70.219
73,65,2,54,225217,0.718,0.709,0.1,0.124,0.0,0.17,0.632,78.333
16,16,1,16,210146,0.318,0.116,0.04,0.93,0.855,0.138,0.225,65.5
83,72,2,66,218730,0.631,0.719,0.071,0.126,0.01,0.152,0.451,72.714
20,20,1,15,238078,0.294,0.571,0.033,0.337,0.006,0.116,0.198,69.0
21,18,3,16,216261,,,,,,,,
36,34,1,29,213751,0.722,0.412,0.274,0.318,0.011,0.142,0.449,75.0
72,69,1,55,236306,0.512,0.554,0.056,0.375,0.016,0.154,0.563,73.615
33,30,1,29,239424,0.498,0.729,0.042,0.126,0.031,0.143,0.542,70.6
40,33,1,27,200652,0.704,0.605,0.03,0.254,0.0,0.113,0.637,73.0
37,37,1,33,250916,0.625,0.635,0.044,0.197,0.068,0.174,0.557,72.091
74,63,2,47,213640,0.521,0.889,0.077,0.036,0.001,0.176,0.614,75.2
172,157,1,113,215658,0.568,0.542,0.037,0.38,0.024,0.188,0.631,67.679
170,129,1,76,230893,0.648,0.704,0.068,0.132,0.006,0.165,0.511,75.708
224,152,1,92,220455,0.545,0.618,0.036,0.317,0.0,0.196,0.53,71.143
17,16,1,15,255147,0.662,0.498,0.038,0.32,0.003,0.116,0.638,64.0
41,34,1,30,241276,0.591,0.519,0.04,0.463,0.032,0.128,0.196,69.0
103,76,1,45,247129,0.693,0.668,0.119,0.033,0.0,0.274,0.344,68.5
17,13,2,12,249933,,,,,,,,
38,20,2,5,194800,0.542,0.58,0.037,0.328,0.0,0.092,0.615,70.667
81,62,2,55,224393,0.51,0.611,0.038,0.398,0.004,0.146,0.392,69.875
57,56,1,52,209030,0.637,0.742,0.068,0.211,0.007,0.181,0.646,76.941
69,56,1,49,222540,0.624,0.742,0.059,0.14,0.04,0.12,0.668,70.833
116,22,2,6,237184,,,,,,,,
41,32,1,23,231160,,,,,,,,
30,18,1,14,225527,,,,,,,,
38,28,1,20,254784,,,,,,,,
24,21,1,15,229414,0.531,0.76,0.289,0.063,0.0,0.587,0.525,65.667
98,80,1,69,251896,0.418,0.543,0.048,0.27,0.0,0.137,0.496,71.6
20,17,1,16,237418,0.685,0.635,0.144,0.069,0.004,0.119,0.396,78.6
16,16,1,14,219437,0.753,0.68,0.116,0.12,0.0,0.123,0.616,75.667
31,27,1,24,230917,0.617,0.348,0.061,0.575,0.025,0.24,0.24,77.0
46,40,1,35,213809,0.611,0.798,0.052,0.049,0.021,0.163,0.534,76.333
83,75,2,70,221676,0.645,0.74,0.084,0.09,0.0,0.227,0.509,72.533
