,playlist_id,num_tracks,num_albums,num_followers,num_artists,avg_song_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_popularity
3126,2226,242,188,3,143,222764,0.597,0.6970000000000001,0.09,0.218,0.009000000000000001,0.145,0.5870000000000001,72.08800000000001
3127,2227,40,38,1,35,205472,0.6679999999999999,0.807,0.08800000000000001,0.039,0.001,0.235,0.66,73.5
3128,2228,184,166,1,137,241776,0.638,0.787,0.096,0.032,0.031,0.162,0.348,70.333
3129,2229,25,12,1,6,215486,0.696,0.785,0.158,0.009000000000000001,0.0,0.314,0.6559999999999999,65.75
3131,2230,54,30,1,22,228913,0.644,0.42,0.033,0.414,0.01,0.106,0.245,62.667
3132,2231,159,81,1,46,247672,0.81,0.765,0.18600000000000003,0.151,0.0,0.226,0.69,73.0
3133,2232,124,102,3,83,231538,0.5489999999999999,0.68,0.048,0.042,0.075,0.18899999999999997,0.385,67.571
3134,2233,122,98,1,74,254719,0.741,0.782,0.07400000000000001,0.071,0.018000000000000002,0.163,0.624,73.143
3136,2234,129,120,1,111,227697,0.578,0.67,0.059000000000000004,0.24600000000000002,0.027000000000000003,0.171,0.588,74.812
3137,2235,11,8,1,7,224522,0.447,0.894,0.053,0.0,0.02,0.099,0.419,67.0
3138,2236,34,28,1,20,240547,0.8340000000000001,0.782,0.069,0.035,0.0,0.31,0.5529999999999999,71.0
3139,2237,114,97,2,66,232235,0.46399999999999997,0.903,0.081,0.003,0.052000000000000005,0.19899999999999998,0.433,69.263
3140,2238,233,113,1,66,217173,0.562,0.473,0.039,0.42200000000000004,0.001,0.156,0.601,71.333
3141,2239,84,45,1,26,231000,0.527,0.777,0.049,0.046,0.001,0.184,0.505,74.04
3142,2240,54,31,1,26,209732,0.449,0.616,0.04,0.155,0.006,0.27399999999999997,0.306,63.4
3143,2241,115,105,1,72,236233,0.745,0.591,0.149,0.254,0.0,0.159,0.6859999999999999,81.857
3144,2242,31,23,1,9,239812,0.545,0.575,0.083,0.369,0.001,0.10400000000000001,0.155,78.5
3145,2243,39,34,2,22,232317,0.595,0.667,0.031,0.531,0.478,0.16899999999999998,0.503,64.0
3146,2244,65,61,1,52,220516,0.737,0.691,0.063,0.124,0.017,0.15,0.65,80.143
3147,2245,216,187,1,147,225158,0.557,0.6559999999999999,0.059000000000000004,0.276,0.04,0.18100000000000002,0.622,68.571
3149,2246,196,165,4,134,272244,0.56,0.669,0.05,0.102,0.063,0.15,0.519,71.8
3150,2247,95,85,1,69,243040,0.498,0.79,0.055999999999999994,0.095,0.078,0.20199999999999999,0.584,73.214
3152,2248,189,162,2,131,242121,0.659,0.654,0.045,0.252,0.033,0.16899999999999998,0.63,73.604
3153,2249,74,48,1,34,236715,0.586,0.451,0.11599999999999999,0.535,0.0,0.14400000000000002,0.382,73.286
3154,2250,23,17,1,15,220282,0.47100000000000003,0.7070000000000001,0.04,0.175,0.006,0.1,0.32,65.6
3155,2251,18,14,1,16,243666,0.282,0.6509999999999999,0.032,0.09,0.102,0.141,0.147,51.5
3156,2252,65,58,1,50,228604,0.621,0.617,0.038,0.138,0.146,0.188,0.304,63.9
3157,2253,25,20,6,17,192126,0.821,0.56,0.098,0.301,0.0,0.23199999999999998,0.518,72.0
3159,2254,101,92,1,84,236053,0.505,0.667,0.044000000000000004,0.23600000000000002,0.002,0.122,0.447,73.833
3160,2255,66,53,1,46,219338,0.632,0.632,0.11800000000000001,0.292,0.0,0.168,0.537,72.824
3161,2256,28,23,1,20,236928,0.759,0.693,0.045,0.136,0.19399999999999998,0.142,0.631,79.429
3162,2257,44,23,1,11,221714,0.584,0.344,0.038,0.59,0.01,0.261,0.612,62.9
3163,2258,13,13,1,12,239633,0.563,0.7659999999999999,0.04,0.151,0.028999999999999998,0.162,0.628,82.0
3165,2259,21,17,1,14,240836,0.652,0.687,0.032,0.037000000000000005,0.012,0.134,0.63,70.5
3166,2260,158,142,1,115,242130,0.551,0.703,0.065,0.145,0.018000000000000002,0.187,0.65,72.902
3167,2261,73,62,1,48,241207,0.53,0.6609999999999999,0.054000000000000006,0.222,0.002,0.17,0.716,67.0
3169,2262,53,46,1,42,229613,0.505,0.772,0.04,0.131,0.0,0.301,0.506,66.4
3170,2263,140,120,1,81,222598,0.633,0.748,0.06,0.09699999999999999,0.001,0.157,0.561,76.9
3171,2264,63,45,1,32,233490,0.779,0.789,0.08,0.075,0.0,0.155,0.669,64.8
3174,2265,219,142,1,87,244048,0.703,0.7020000000000001,0.179,0.19899999999999998,0.004,0.198,0.608,74.0
3180,2266,35,35,1,34,212724,0.609,0.723,0.083,0.032,0.001,0.163,0.47600000000000003,61.667
3182,2267,138,118,1,74,258150,0.524,0.723,0.05,0.151,0.024,0.16,0.603,72.77600000000001
3183,2268,13,13,1,11,222250,0.7040000000000001,0.679,0.053,0.218,0.0,0.125,0.585,74.0
3185,2269,148,114,1,71,208937,0.606,0.721,0.064,0.051,0.0,0.182,0.581,75.182
3187,2270,49,42,2,36,283159,0.474,0.547,0.17300000000000001,0.381,0.006,0.43200000000000005,0.518,78.5
3189,2271,101,30,1,5,167348,0.52,0.53,0.048,0.332,0.051,0.215,0.616,60.533
3191,2272,32,30,1,24,213588,0.57,0.784,0.096,0.055999999999999994,0.001,0.198,0.408,73.5
3192,2273,106,93,1,69,231482,0.501,0.531,0.042,0.409,0.023,0.16699999999999998,0.5770000000000001,71.714
3193,2274,26,26,1,25,226380,0.56,0.609,0.042,0.182,0.076,0.315,0.341,73.75
3194,2275,213,192,4,127,277976,0.5379999999999999,0.406,0.039,0.425,0.017,0.254,0.267,72.333
3195,2276,54,46,2,35,277865,0.41700000000000004,0.6679999999999999,0.037000000000000005,0.14400000000000002,0.0,0.273,0.266,57.222
3196,2277,87,70,1,45,236648,0.638,0.716,0.069,0.139,0.026000000000000002,0.292,0.653,72.214
3197,2278,63,44,4,33,200504,0.7609999999999999,0.525,0.145,0.387,0.0,0.18899999999999997,0.49200000000000005,75.75
3200,2279,21,21,1,18,234887,0.484,0.5529999999999999,0.033,0.311,0.0,0.136,0.501,73.5
3201,2280,88,63,2,44,243360,0.715,0.59,0.21600000000000003,0.251,0.026000000000000002,0.183,0.551,75.625
3203,2281,29,29,1,28,236686,0.27,0.12300000000000001,0.040999999999999995,0.932,0.92,0.109,0.067,61.0
3204,2282,60,48,2,30,231631,0.726,0.7070000000000001,0.046,0.342,0.0,0.126,0.6729999999999999,71.75
3205,2283,124,27,1,12,219224,0.569,0.575,0.039,0.33299999999999996,0.0,0.115,0.6,69.7
3207,2284,55,45,1,30,244500,0.792,0.76,0.213,0.024,0.005,0.079,0.795,76.5
3208,2285,23,19,1,14,226542,0.527,0.7240000000000001,0.054000000000000006,0.111,0.0,0.308,0.449,54.75
3209,2286,41,34,1,27,221714,0.626,0.703,0.099,0.142,0.016,0.12300000000000001,0.6579999999999999,80.556
3210,2287,149,121,1,85,222593,0.644,0.736,0.061,0.14800000000000002,0.001,0.16,0.612,77.0
3211,2288,13,13,1,13,220595,0.843,0.584,0.04,0.147,0.0,0.085,0.7240000000000001,77.0
3212,2289,61,51,1,37,228162,0.514,0.512,0.035,0.337,0.022000000000000002,0.12,0.40299999999999997,70.083
3213,2290,33,28,1,20,216959,0.539,0.847,0.049,0.017,0.003,0.156,0.705,71.222
3214,2291,159,138,2,117,238272,0.544,0.861,0.057,0.111,0.12,0.368,0.413,62.0
3215,2292,59,48,1,36,217173,0.525,0.435,0.037000000000000005,0.484,0.0,0.10400000000000001,0.49,64.222
3216,2293,56,53,1,53,226224,0.657,0.695,0.057999999999999996,0.198,0.0,0.18100000000000002,0.645,72.667
3217,2294,44,40,1,39,238794,0.605,0.732,0.062,0.12300000000000001,0.002,0.179,0.679,77.667
3218,2295,19,16,1,13,226896,0.8220000000000001,0.77,0.076,0.032,0.0,0.147,0.767,80.0
3220,2296,220,139,1,80,218218,0.486,0.767,0.055999999999999994,0.10300000000000001,0.0,0.221,0.532,70.812
3221,2297,14,14,1,13,256421,0.57,0.722,0.045,0.207,0.001,0.115,0.573,76.714
3223,2298,221,170,2,115,163005,0.5589999999999999,0.501,0.047,0.573,0.0,0.16899999999999998,0.635,63.428999999999995
3224,2299,44,38,1,34,216305,0.66,0.7340000000000001,0.075,0.242,0.001,0.18600000000000003,0.782,73.2
3225,2300,68,57,2,44,220331,0.5539999999999999,0.64,0.044000000000000004,0.156,0.0,0.18899999999999997,0.33299999999999996,73.0
3226,2301,66,30,1,48,185970,0.47200000000000003,0.324,0.065,0.667,0.0,0.201,0.439,59.923
3227,2302,18,18,1,17,232592,0.605,0.753,0.042,0.096,0.0,0.204,0.6759999999999999,72.143
3228,2303,94,90,1,79,239392,0.589,0.5429999999999999,0.049,0.349,0.069,0.135,0.423,65.143
3231,2304,20,18,1,14,286544,0.46399999999999997,0.272,0.033,0.7190000000000001,0.024,0.11699999999999999,0.19699999999999998,59.75
3233,2305,93,79,2,57,221697,0.594,0.499,0.032,0.439,0.0,0.132,0.42100000000000004,68.8
3234,2306,161,79,1,46,249330,0.466,0.825,0.055999999999999994,0.048,0.005,0.184,0.44799999999999995,66.306
3235,2307,29,23,2,18,224267,0.511,0.643,0.034,0.226,0.0,0.161,0.41100000000000003,68.4
3236,2308,167,102,1,72,222826,0.747,0.629,0.141,0.253,0.003,0.09300000000000001,0.525,79.143
3237,2309,15,15,1,15,212075,0.6659999999999999,0.365,0.085,0.517,0.001,0.10800000000000001,0.408,72.5
3238,2310,196,149,1,94,257182,0.634,0.593,0.044000000000000004,0.257,0.0,0.115,0.483,70.667
3239,2311,54,44,25,33,233871,0.653,0.515,0.08,0.49700000000000005,0.008,0.152,0.431,79.333
3242,2312,74,64,1,53,225112,0.787,0.5870000000000001,0.23800000000000002,0.10099999999999999,0.005,0.207,0.495,76.571
3243,2313,26,26,1,25,229501,0.586,0.679,0.048,0.293,0.0,0.22399999999999998,0.769,76.429
3244,2314,35,32,1,26,248442,0.48200000000000004,0.8190000000000001,0.047,0.08,0.001,0.111,0.441,68.0
3246,2315,31,26,1,22,218595,0.698,0.718,0.09699999999999999,0.013999999999999999,0.0,0.26899999999999996,0.494,66.375
3247,2316,111,101,3,87,206648,0.632,0.833,0.059000000000000004,0.08800000000000001,0.011000000000000001,0.237,0.713,78.13600000000001
3248,2317,25,11,1,3,285069,0.535,0.9279999999999999,0.052000000000000005,0.025,0.0,0.171,0.638,71.333
3249,2318,75,73,1,58,247281,0.6809999999999999,0.7959999999999999,0.177,0.099,0.006999999999999999,0.301,0.496,75.0
3251,2319,37,33,1,25,224219,0.5760000000000001,0.711,0.139,0.204,0.011000000000000001,0.266,0.701,73.333
3252,2320,136,40,1,32,200591,0.581,0.501,0.031,0.32899999999999996,0.0,0.22399999999999998,0.624,39.6
3253,2321,110,71,1,43,230331,0.542,0.695,0.046,0.18600000000000003,0.015,0.10800000000000001,0.387,76.5
3254,2322,24,22,2,21,207502,0.667,0.731,0.067,0.081,0.0,0.131,0.447,74.8
3256,2323,27,19,1,17,230629,0.8370000000000001,0.581,0.24,0.047,0.011000000000000001,0.157,0.35600000000000004,83.5
3257,2324,36,36,1,34,210506,0.655,0.802,0.047,0.031,0.217,0.439,0.507,67.0
3258,2325,16,16,1,14,242902,0.504,0.843,0.047,0.017,0.006,0.203,0.522,79.0
3259,2326,69,58,1,41,217222,0.7170000000000001,0.782,0.07,0.263,0.001,0.08900000000000001,0.7879999999999999,74.5
3260,2327,18,16,2,10,267435,0.573,0.77,0.057999999999999996,0.276,0.0,0.231,0.49,62.571000000000005
3261,2328,112,61,1,40,227215,0.595,0.654,0.063,0.17800000000000002,0.008,0.128,0.55,76.438
3262,2329,40,35,2,34,239703,0.5329999999999999,0.46799999999999997,0.035,0.631,0.0,0.19,0.423,68.857
3263,2330,78,59,1,43,221066,0.581,0.624,0.062,0.165,0.0,0.16699999999999998,0.506,68.692
3264,2331,44,21,3,9,228041,0.522,0.675,0.066,0.098,0.0,0.196,0.47600000000000003,78.8
3265,2332,16,16,1,13,282150,0.677,0.7829999999999999,0.141,0.221,0.0,0.19699999999999998,0.609,69.5
3266,2333,21,17,1,20,190076,0.42700000000000005,0.34299999999999997,0.129,0.767,0.0,0.102,0.5870000000000001,66.25
3267,2334,11,8,1,8,198105,0.61,0.397,0.035,0.578,0.0,0.08800000000000001,0.32799999999999996,69.5
3268,2335,15,14,1,14,245199,0.35700000000000004,0.205,0.033,0.691,0.102,0.25,0.149,62.0
3269,2336,13,13,1,13,210305,0.645,0.598,0.08199999999999999,0.12,0.0,0.105,0.365,75.0
3272,2337,14,12,1,11,242343,0.408,0.222,0.044000000000000004,0.885,0.0,0.214,0.268,60.5
3273,2338,152,79,1,54,238576,0.614,0.568,0.038,0.265,0.04,0.18899999999999997,0.542,71.25
3274,2339,75,72,1,62,233213,0.687,0.768,0.092,0.023,0.0,0.354,0.5529999999999999,63.0
3275,2340,19,15,1,15,226820,0.655,0.7929999999999999,0.129,0.04,0.0,0.255,0.574,75.5
3277,2341,12,12,1,12,223377,0.55,0.591,0.03,0.527,0.001,0.078,0.555,65.0
3279,2342,78,75,3,72,219558,0.58,0.46799999999999997,0.053,0.313,0.0,0.247,0.36700000000000005,56.5
3281,2343,94,86,1,73,226509,0.535,0.6759999999999999,0.055999999999999994,0.147,0.017,0.14800000000000002,0.535,75.09100000000001
3282,2344,160,145,1,119,232956,0.565,0.67,0.062,0.174,0.044000000000000004,0.174,0.637,64.25
3284,2345,104,83,1,73,255401,0.5589999999999999,0.645,0.078,0.255,0.239,0.17600000000000002,0.237,60.125
3285,2346,19,17,1,14,238042,0.38799999999999996,0.632,0.032,0.265,0.0,0.179,0.45799999999999996,55.333
3286,2347,112,102,1,71,263422,0.565,0.488,0.054000000000000006,0.242,0.0,0.09699999999999999,0.326,74.0
3287,2348,53,48,1,35,249643,0.8809999999999999,0.703,0.17600000000000002,0.11699999999999999,0.0,0.11800000000000001,0.7170000000000001,75.6
3288,2349,41,13,1,8,228312,0.43,0.853,0.057999999999999996,0.006,0.005,0.084,0.586,71.5
3290,2350,28,17,1,16,215568,0.5660000000000001,0.688,0.038,0.14,0.049,0.142,0.39299999999999996,78.778
3291,2351,18,17,1,18,221976,0.586,0.635,0.064,0.29600000000000004,0.0,0.14,0.43200000000000005,78.2
3292,2352,209,21,1,10,195046,0.5579999999999999,0.27699999999999997,0.040999999999999995,0.607,0.905,0.29600000000000004,0.132,62.25
3293,2353,167,109,3,72,256660,0.679,0.68,0.168,0.096,0.001,0.195,0.618,72.556
3294,2354,40,22,1,20,195781,0.6,0.374,0.036000000000000004,0.544,0.001,0.25,0.763,66.5
3295,2355,237,178,1,139,273313,0.519,0.659,0.083,0.14800000000000002,0.165,0.19,0.39799999999999996,62.526
3296,2356,28,28,2,27,217614,0.695,0.8390000000000001,0.08900000000000001,0.067,0.002,0.179,0.67,73.8
3297,2357,133,102,1,81,237127,0.489,0.511,0.040999999999999995,0.457,0.004,0.115,0.299,68.083
3298,2358,186,131,1,93,236162,0.785,0.6459999999999999,0.204,0.183,0.0,0.141,0.511,73.4
3299,2359,41,32,1,26,239932,0.461,0.6809999999999999,0.039,0.065,0.158,0.21100000000000002,0.452,59.333
3300,2360,70,60,3,52,215179,0.652,0.8029999999999999,0.045,0.05,0.003,0.153,0.523,77.0
3304,2361,132,81,1,72,239172,0.522,0.441,0.057999999999999996,0.473,0.003,0.214,0.293,65.2
3305,2362,83,69,1,57,219824,0.5660000000000001,0.721,0.032,0.152,0.052000000000000005,0.152,0.521,75.3
3307,2363,50,38,1,32,213487,0.596,0.747,0.037000000000000005,0.21,0.0,0.09699999999999999,0.6579999999999999,72.75
3308,2364,127,44,2,26,224890,0.38799999999999996,0.868,0.077,0.040999999999999995,0.015,0.162,0.387,67.5
3309,2365,223,40,1,28,223707,0.561,0.478,0.031,0.777,0.001,0.213,0.47200000000000003,38.0
3310,2366,13,9,1,4,284751,0.475,0.872,0.098,0.063,0.061,0.17600000000000002,0.45799999999999996,77.818
3311,2367,20,18,2,17,224427,0.633,0.48100000000000004,0.162,0.5539999999999999,0.0,0.287,0.42200000000000004,75.0
3314,2368,155,80,2,41,220858,0.584,0.625,0.033,0.371,0.0,0.11599999999999999,0.601,70.667
3315,2369,35,30,1,21,239770,0.526,0.6729999999999999,0.052000000000000005,0.195,0.03,0.192,0.626,77.23100000000001
3316,2370,138,101,1,66,208870,0.606,0.6409999999999999,0.043,0.361,0.0,0.168,0.429,66.857
3317,2371,17,13,1,7,301359,0.49,0.848,0.062,0.006,0.439,0.159,0.40299999999999997,67.5
3318,2372,71,61,3,53,250850,0.532,0.479,0.03,0.384,0.006999999999999999,0.106,0.308,62.167
3319,2373,27,26,2,24,210357,0.6579999999999999,0.6509999999999999,0.040999999999999995,0.126,0.025,0.153,0.47100000000000003,75.167
3320,2374,176,23,2,8,246901,0.825,0.7040000000000001,0.182,0.156,0.0,0.22699999999999998,0.64,77.23100000000001
3321,2375,42,31,2,26,228632,0.607,0.6,0.053,0.364,0.0,0.10400000000000001,0.377,77.0
3323,2376,146,113,2,70,226379,0.655,0.608,0.04,0.35700000000000004,0.0,0.13,0.551,73.167
3324,2377,15,13,2,11,240819,0.563,0.802,0.065,0.063,0.035,0.255,0.41600000000000004,64.0
3325,2378,206,180,1,156,220716,0.594,0.5329999999999999,0.04,0.4,0.001,0.14300000000000002,0.5770000000000001,72.692
3326,2379,74,56,2,40,216572,0.7040000000000001,0.6709999999999999,0.105,0.027999999999999997,0.0,0.24,0.368,67.714
3327,2380,76,71,1,53,232406,0.7559999999999999,0.657,0.16899999999999998,0.077,0.0,0.218,0.354,74.5
3328,2381,81,18,1,20,248052,0.45799999999999996,0.41,0.051,0.545,0.425,0.16899999999999998,0.484,75.5
3329,2382,8,8,1,7,237516,0.591,0.6809999999999999,0.042,0.281,0.006,0.132,0.6759999999999999,78.0
3331,2383,46,41,16,31,248836,0.87,0.752,0.192,0.223,0.0,0.146,0.843,75.429
3333,2384,75,67,2,57,234902,0.495,0.505,0.04,0.441,0.0,0.152,0.337,74.90899999999999
3335,2385,9,9,1,9,256818,0.525,0.687,0.096,0.23,0.054000000000000006,0.139,0.5670000000000001,73.833
3336,2386,24,11,1,20,182474,0.42700000000000005,0.331,0.05,0.66,0.0,0.172,0.387,62.4
3337,2387,163,115,1,97,252649,0.614,0.677,0.044000000000000004,0.179,0.024,0.204,0.6579999999999999,71.719
3338,2388,26,23,1,23,234109,0.6459999999999999,0.665,0.055,0.163,0.0,0.324,0.644,75.667
3340,2389,224,172,1,88,238218,0.49,0.813,0.081,0.091,0.031,0.209,0.58,69.862
3341,2390,54,44,1,43,251187,0.56,0.51,0.038,0.6459999999999999,0.0,0.19699999999999998,0.8029999999999999,70.667
3342,2391,234,152,1,84,251696,0.7509999999999999,0.68,0.272,0.157,0.03,0.21100000000000002,0.629,68.5
3344,2392,59,57,1,44,220973,0.802,0.6579999999999999,0.159,0.22899999999999998,0.0,0.309,0.53,70.667
3345,2393,28,19,1,19,212092,0.66,0.633,0.062,0.192,0.002,0.132,0.48,81.333
3347,2394,39,32,1,24,260727,0.754,0.536,0.156,0.185,0.0,0.168,0.6,74.0
3349,2395,5,5,2,5,221234,0.48700000000000004,0.59,0.033,0.155,0.0,0.304,0.581,80.0
3350,2396,27,20,1,13,228431,0.517,0.624,0.046,0.21100000000000002,0.0,0.142,0.249,73.333
3351,2397,51,47,1,41,235000,0.589,0.672,0.048,0.125,0.0,0.225,0.55,61.6
3352,2398,74,37,1,25,171011,0.28800000000000003,0.446,0.035,0.231,0.9329999999999999,0.218,0.15,61.0
3353,2399,30,27,1,22,241107,0.389,0.41200000000000003,0.037000000000000005,0.499,0.0,0.192,0.21100000000000002,61.667
3355,2400,88,12,1,7,244078,0.33799999999999997,0.91,0.11699999999999999,0.001,0.084,0.325,0.21,52.4
3356,2401,49,41,1,29,250465,0.54,0.878,0.099,0.02,0.057,0.287,0.585,72.5
3357,2402,35,35,1,27,223474,0.77,0.847,0.135,0.473,0.002,0.22899999999999998,0.7440000000000001,74.0
3359,2403,167,93,1,36,258886,0.787,0.7,0.046,0.07200000000000001,0.0,0.11699999999999999,0.754,77.5
3364,2404,58,51,1,37,238981,0.737,0.614,0.125,0.16899999999999998,0.0,0.353,0.389,74.667
3365,2405,128,119,1,103,214236,0.695,0.6859999999999999,0.107,0.132,0.059000000000000004,0.228,0.648,72.917
3366,2406,61,59,3,47,241181,0.465,0.5670000000000001,0.04,0.314,0.0,0.11800000000000001,0.317,79.143
3367,2407,105,90,2,60,227711,0.489,0.516,0.040999999999999995,0.483,0.013000000000000001,0.131,0.562,71.562
3368,2408,20,19,1,18,380138,0.8009999999999999,0.512,0.078,0.091,0.563,0.11,0.41,51.667
3369,2409,223,134,1,80,214498,0.648,0.86,0.031,0.021,0.009000000000000001,0.11800000000000001,0.815,77.5
3370,2410,74,64,1,57,266692,0.5589999999999999,0.644,0.091,0.321,0.106,0.248,0.423,63.6
3371,2411,100,65,1,44,238535,0.516,0.777,0.045,0.083,0.002,0.188,0.45299999999999996,70.462
3372,2412,26,22,1,19,265719,0.565,0.735,0.036000000000000004,0.031,0.001,0.14,0.618,70.25
3373,2413,16,11,1,14,215838,0.522,0.645,0.032,0.225,0.068,0.299,0.526,64.5
3374,2414,46,37,1,26,250251,0.466,0.489,0.033,0.418,0.01,0.087,0.192,63.25
3375,2415,97,76,1,55,237416,0.5870000000000001,0.625,0.055,0.218,0.0,0.188,0.313,74.222
3378,2416,78,56,1,45,215359,0.632,0.735,0.055999999999999994,0.10800000000000001,0.0,0.226,0.39,73.2
3379,2417,109,97,1,81,242402,0.47,0.71,0.05,0.17800000000000002,0.01,0.18,0.389,74.4
3380,2418,37,37,1,36,213672,0.608,0.72,0.043,0.095,0.026000000000000002,0.21100000000000002,0.603,69.714
3382,2419,65,61,1,47,242152,0.753,0.6729999999999999,0.12300000000000001,0.046,0.073,0.175,0.546,75.111
3383,2420,122,82,3,63,218231,0.68,0.759,0.102,0.126,0.004,0.22399999999999998,0.619,72.4
3384,2421,51,39,1,33,218671,0.562,0.6990000000000001,0.051,0.107,0.002,0.14,0.447,79.1
3386,2422,57,55,1,47,218941,0.6459999999999999,0.521,0.036000000000000004,0.49700000000000005,0.0,0.196,0.586,73.5
3387,2423,85,44,3,39,220012,0.36700000000000005,0.337,0.061,0.8109999999999999,0.128,0.12,0.308,47.714
3389,2424,164,99,1,73,214836,0.821,0.589,0.163,0.15,0.004,0.11900000000000001,0.509,76.625
3391,2425,32,30,1,29,220573,0.637,0.57,0.08199999999999999,0.19399999999999998,0.0,0.085,0.44799999999999995,78.0
3392,2426,25,21,2,20,212120,0.633,0.828,0.162,0.134,0.0,0.151,0.701,71.143
3393,2427,56,53,1,48,231810,0.579,0.71,0.076,0.114,0.013999999999999999,0.161,0.696,74.5
3396,2428,114,46,1,35,268746,0.428,0.528,0.05,0.451,0.0,0.18600000000000003,0.26,59.333
3397,2429,18,14,1,11,232926,0.775,0.545,0.052000000000000005,0.121,0.0,0.129,0.272,79.5
3399,2430,84,73,1,52,230354,0.5720000000000001,0.327,0.028999999999999998,0.586,0.0,0.177,0.37,59.333
3400,2431,122,74,1,60,246449,0.562,0.695,0.044000000000000004,0.155,0.03,0.261,0.375,74.4
3401,2432,152,134,2,118,253228,0.659,0.68,0.10400000000000001,0.187,0.037000000000000005,0.141,0.598,70.429
3402,2433,41,37,1,29,239734,0.57,0.5760000000000001,0.045,0.34600000000000003,0.003,0.155,0.375,70.0
3403,2434,178,116,1,62,229368,0.636,0.631,0.039,0.335,0.0,0.13699999999999998,0.7509999999999999,74.75
3404,2435,45,41,1,31,211087,0.46799999999999997,0.779,0.084,0.226,0.002,0.21100000000000002,0.503,61.0
3405,2436,194,153,2,116,214351,0.772,0.5589999999999999,0.161,0.18,0.003,0.151,0.369,73.09100000000001
3407,2437,67,47,2,26,243189,0.742,0.423,0.073,0.23399999999999999,0.001,0.129,0.285,79.5
3408,2438,130,86,1,57,244040,0.466,0.716,0.035,0.09300000000000001,0.0,0.124,0.374,73.357
3410,2439,67,62,1,51,252569,0.504,0.38,0.032,0.579,0.067,0.153,0.373,67.941
3412,2440,42,32,1,29,212728,0.525,0.588,0.040999999999999995,0.317,0.0,0.139,0.56,72.0
3413,2441,54,29,2,15,221876,0.5479999999999999,0.857,0.09,0.11900000000000001,0.0,0.23199999999999998,0.516,73.182
3414,2442,162,18,1,9,231468,0.449,0.703,0.086,0.07200000000000001,0.066,0.18600000000000003,0.5479999999999999,66.7
3416,2443,84,73,1,60,243245,0.516,0.746,0.033,0.046,0.0,0.155,0.409,69.167
3419,2444,46,36,1,34,220004,0.6890000000000001,0.6890000000000001,0.036000000000000004,0.153,0.052000000000000005,0.293,0.5770000000000001,72.0
3422,2445,88,75,2,59,229012,0.586,0.626,0.034,0.29600000000000004,0.015,0.126,0.431,73.2
3423,2446,41,22,1,17,234486,0.506,0.494,0.115,0.515,0.0,0.23,0.467,80.333
3425,2447,43,43,1,38,220821,0.623,0.621,0.389,0.026000000000000002,0.011000000000000001,0.493,0.345,73.0
3426,2448,81,30,1,17,236364,0.45899999999999996,0.83,0.036000000000000004,0.0,0.0,0.20600000000000002,0.431,71.0
3427,2449,136,103,1,69,231049,0.629,0.746,0.064,0.095,0.0,0.16699999999999998,0.568,76.741
3428,2450,43,40,1,39,209207,0.57,0.7140000000000001,0.055,0.175,0.001,0.209,0.54,71.333
3429,2451,26,13,1,6,222845,0.601,0.851,0.059000000000000004,0.071,0.011000000000000001,0.184,0.385,56.111000000000004
3430,2452,66,56,11,47,355423,0.43200000000000005,0.16699999999999998,0.036000000000000004,0.838,0.154,0.111,0.258,61.167
3431,2453,56,23,2,22,191180,0.509,0.373,0.054000000000000006,0.774,0.001,0.213,0.569,58.0
3432,2454,108,74,823,59,138740,0.667,0.373,0.042,0.445,0.5660000000000001,0.084,0.534,62.5
3437,2455,106,59,1,20,254528,0.7390000000000001,0.634,0.35600000000000004,0.179,0.003,0.265,0.5579999999999999,65.214
3438,2456,32,27,1,25,234661,0.579,0.77,0.069,0.055999999999999994,0.136,0.22899999999999998,0.287,61.6
3440,2457,15,12,1,10,222589,0.662,0.408,0.124,0.5870000000000001,0.0,0.23800000000000002,0.5429999999999999,75.0
3441,2458,222,156,1,95,264935,0.461,0.716,0.051,0.081,0.013000000000000001,0.198,0.47,70.167
3442,2459,52,31,1,15,242860,0.447,0.9129999999999999,0.087,0.01,0.006999999999999999,0.193,0.37,69.235
3444,2460,141,134,1,127,241481,0.5529999999999999,0.8290000000000001,0.067,0.028999999999999998,0.067,0.191,0.568,72.1
3445,2461,73,35,1,24,220836,0.68,0.546,0.052000000000000005,0.21100000000000002,0.0,0.156,0.531,74.3
3446,2462,142,108,2,69,226727,0.505,0.784,0.059000000000000004,0.049,0.031,0.17600000000000002,0.518,73.816
3447,2463,242,168,2,146,217219,0.623,0.642,0.085,0.282,0.028999999999999998,0.191,0.551,72.154
3449,2464,136,112,1,79,243291,0.575,0.835,0.147,0.092,0.125,0.141,0.687,73.25
3450,2465,150,114,3,69,239921,0.643,0.527,0.125,0.254,0.0,0.11900000000000001,0.632,50.75
3451,2466,31,31,1,30,232931,0.626,0.638,0.051,0.273,0.022000000000000002,0.23199999999999998,0.593,72.25
3453,2467,97,65,1,53,239504,0.614,0.7,0.114,0.114,0.001,0.233,0.396,64.571
3454,2468,94,57,2,27,243973,0.518,0.55,0.037000000000000005,0.391,0.068,0.218,0.581,63.946999999999996
3456,2469,86,80,1,75,238957,0.6759999999999999,0.6459999999999999,0.047,0.302,0.044000000000000004,0.109,0.7170000000000001,71.5
